2369 you
2319 i
1905 the
1745 to
1403 a
1056 and
966 it
781 that
762 of
664 in
644 is
628 my
614 this
592 what
546 we
540 no
534 i'm
529 me
516 was
511 oh
490 so
459 it's
455 have
454 just
438 for
427 know
422 your
421 do
415 not
406 don't
405 on
394 but
355 yeah
351 be
349 with
341 are
330 all
309 get
305 like
297 right
294 out
292 you're
276 up
263 at
255 ted
254 okay
249 going
247 that's
246 go
244 got
242 well
240 marshall
239 want
233 her
232 about
220 lily
217 if
217 here
215 he
214 hey
208 really
207 can
207 back
206 one
202 barney
193 how
187 think
181 why
178 now
176 she
175 there
166 gonna
164 did
158 when
156 guys
154 had
153 come
148 would
148 we're
147 look
145 time
145 see
145 didn't
140 were
138 can't
136 love
135 god
129 say
127 robin
127 him
127 good
126 uh
126 an
125 tell
120 or
118 never
118 been
117 mean
116 i'll
116 could
116 because
115 some
114 great
113 from
108 take
107 they
106 yes
106 two
106 should
105 little
104 who
102 too
101 us
100 let's
98 first
97 then
97 make
97 as
96 his
95 sorry
94 he's
93 our
92 wait
91 she's
91 married
91 even
91 call
90 man
90 guy
89 only
89 need
87 over
87 i've
85 something
82 way
81 where
81 night
79 there's
79 doesn't
79 best
78 thing
77 by
76 day
75 off
74 um
73 maybe
73 any
73 am
72 will
71 wedding
71 down
70 them
70 people
69 please
69 let
69 again
68 more
67 doing
66 together
66 still
66 nice
65 new
64 wow
63 believe
62 what's
62 thank
62 ever
61 put
61 girl
60 said
60 place
60 last
60 kind
60 has
60 anything
58 work
58 sure
57 things
57 other
57 crazy
56 guess
55 life
55 give
55 dude
54 three
54 stuff
53 totally
53 thanks
53 getting
52 story
51 lot
50 today
50 thought
50 number
50 baby
49 friend
49 fine
49 does
49 big
49 actually
48 very
48 their
48 than
48 pretty
48 long
48 hi
48 font
48 being
48 bad
48 around
47 you've
47 tonight
47 sex
47 fun
47 feel
47 awesome
47 away
46 went
46 through
46 stop
45 made
45 live
45 before
44 whole
44 much
44 isn't
43 talk
43 kids
42 next
41 wanted
41 those
41 hear
41 find
41 better
41 bar
41 apartment
41 always
41 after
40 told
40 show
40 building
39 years
39 they're
39 home
39 'cause
38 wasn't
38 might
38 into
38 happened
38 five
38 everything
37 party
37 nothing
37 mall
37 keep
37 every
36 these
36 remember
36 name
35 old
35 mosby
35 help
34 truck
34 move
34 left
34 i'd
34 hell
34 happy
34 dad
33 wrong
33 we'll
33 meet
33 marshall's
33 hello
33 having
32 without
32 talking
32 stay
32 room
32 phone
32 funny
32 course
32 city
32 called
32 bet
31 www
31 run
31 ooh
31 mom
31 idea
31 hot
31 half
31 game
31 friends
31 everyone
31 already
30 world
30 win
30 try
30 same
30 play
30 part
30 enough
29 took
29 team
29 suit
29 own
29 listen
29 hard
29 grinch
29 each
29 done
29 cool
29 christmas
29 ask
28 watch
28 super
28 real
28 money
28 looks
28 food
28 else
28 damn
28 ago
27 whoa
27 while
27 which
27 until
27 second
27 met
27 leave
27 found
27 face
27 exactly
27 break
27 both
27 architect
26 york
26 woman
26 trying
26 such
26 start
26 someone
26 single
26 moment
26 miss
26 mine
26 may
26 haven't
26 hair
25 yourself
25 wouldn't
25 weird
25 tomorrow
25 mr
25 hold
25 end
25 com
25 calling
25 bowl
24 yet
24 who's
24 ted's
24 since
24 ready
24 marriage
24 job
24 gave
24 family
24 anyway
23 you'll
23 uncle
23 tvsubtitles
23 turn
23 true
23 transcript
23 swarley
23 subtitles
23 sizewww
